ZONE,Brand,MC,Fdate,NSU,NSV,GST Value,NSV-GST,Sales at Cost,Gross Sales,MRP,SP,DIS,DIS%
WEST,SANGI'S KITCHEN,Herbs & Seasoning,2017-12-01,3.0,225.0,10.71,214.29,150.5,225.0,75.0,75.0,0.0,0.0
