column_list,num_features,model_name,best_params,clustering_indicator,train_rmse,val_rmse,train_mae,val_mae,train_val_rmse,test_rmse,train_val_mae,test_mae
"['MC', 'MRP', 'SP', 'DIS']",4,ExtraTreesRegressor,"{'bootstrap': False, 'ccp_alpha': 6.3279240080591865, 'criterion': 'squared_error', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}",no,43.94799729392938,50.53541606171759,16.456797241248758,17.33141393054117,44.76993493341051,45.864632432576855,16.768221103885153,17.755944429163478
