Brand,MC,NSU,NSV,GST Value,NSV-GST,Gross Sales,MRP,SP,DIS,DIS%,Month,Year,ZONE_EAST,ZONE_NORTH,ZONE_SOUTH
1138,51.90549748477743,7.0,420.0,19.95,400.05,420.0,60.0,60.0,0.0,0.0,2,2,0,0,0
2024,41.34494510362023,154.0,7384.83,1125.59,6259.24,8850.0,57.46753247,47.95344156,9.51409091,16.56,7,3,1,0,0
4778,80.36719853939572,1.425,455.94,21.66,434.28,480.21,336.9894737,319.9578947,17.031579000000022,5.05,5,2,0,0,1
2024,62.31924676527606,191.0,13159.2,2007.07,11152.130000000001,15010.0,78.58638743,68.89633508,9.690052350000002,12.33,3,2,0,0,0
1659,700.1962654126581,25.0,13658.0,1463.35,12194.65,13658.0,546.32,546.32,0.0,0.0,5,3,0,0,0
2024,41.09358396254659,53.0,1059.77,161.39,898.38,1668.5,31.48113208,19.99566038,11.485471699999998,36.48,8,2,0,0,1
1064,69.46390386854016,139.0,26030.4,0.0,26030.4,26235.9,188.747482,187.2690647,1.4784172999999896,0.78,10,1,0,0,0
11524,410.87301900307403,1281.0,133848.43,14338.28,119510.15,134816.0,105.2427791,104.4874551,0.7553240000000017,0.72,9,2,0,0,0
11524,72.43779715164018,1802.0,105811.0,5031.36,100779.64,106124.0,58.89234184,58.71864595,0.17369588999999763,0.29,7,3,0,1,0
2365,68.88956246892303,393.0,12256.46,581.38,11675.08,13755.0,35.0,31.18692112,3.813078879999999,10.89,9,2,1,0,0
2365,70.49177850725236,30.0,2670.0,126.9,2543.1,2670.0,89.0,89.0,0.0,0.0,9,2,0,0,0
405,377.1003455158863,69918.0,5764654.78,274384.77,5490270.01,5983118.05,85.57335808,82.44879402,3.1245640600000115,3.65,12,2,0,0,0
2365,70.16260340097199,403.0,33577.71,0.0,33577.71,34028.0,84.43672457,83.31937965,1.1173449199999936,1.32,2,2,0,0,1
944,51.338135557169785,376.0,11204.34,530.94,10673.4,13898.0,36.96276596,29.7987766,7.163989359999999,19.38,9,2,0,1,0
1064,189.86886431122102,483.0,62253.04,0.0,62253.04,63570.0,131.6149068,128.8882816,2.726625200000001,2.07,2,2,0,0,0
11524,121.88817278905803,2058.0,530074.74,25232.17,504842.57,531761.0,258.3872692,257.5679009,0.8193683000000078,0.32,7,3,1,0,0
11524,79.69920417596089,1.0,171.0,8.14,162.86,171.0,171.0,171.0,0.0,0.0,11,2,0,1,0
1925,165.5199183214392,1332.0,67858.69,3230.79,64627.9,84040.0,63.09309309,50.94496246,12.148130630000004,19.25,4,2,1,0,0
4778,126.14716604479119,1629.695,365545.86,17391.07,348154.79,373385.2,229.1135458,224.3032347,4.810311100000007,2.1,5,2,0,0,0
2024,61.36769698380756,83.0,5873.86,279.33,5594.53,11205.0,135.0,70.76939759,64.23060241,47.58,11,2,0,1,0
2024,41.83169291327388,266.0,9487.94,451.11,9036.83,11090.5,41.69360902,35.66894737,6.024661649999999,14.45,3,2,0,0,1
4778,161.3562285886865,3959.575,153569.72,0.0,153569.72,154965.82,39.13698314,38.78439479,0.3525883499999978,0.9,8,2,0,0,1
1138,85.21415260938853,761.0,88722.89,4222.41,84500.48,90543.0,118.978975,116.5872405,2.3917345000000125,2.01,7,3,0,0,1
1659,916.9932817326153,73.0,29402.0,1400.05,28001.95,29402.0,402.7671233,402.7671233,0.0,0.0,9,3,0,0,0
11524,41.150876502175365,1168.0,46211.51,2195.13,44016.380000000005,52397.0,44.86044521,39.56464897,5.295796240000001,11.81,10,2,0,0,1
4778,32.96538314486586,161.201,12076.85,573.5,11503.35,12537.21,77.77377312,74.91795957,2.8558135500000077,3.67,4,2,0,0,1
11524,40.53776318864088,866.0,9318.2,0.0,9318.2,9340.0,10.7852194,10.76004619,0.025173210000000168,0.23,7,3,0,0,0
2024,40.25845723185618,4.0,232.0,11.04,220.96,232.0,58.0,58.0,0.0,0.0,7,2,0,0,0
11524,38.31654048491779,248.0,14517.03,0.0,14517.03,14632.0,59.0,58.53641129,0.46358871000000335,0.79,11,1,0,0,0
1659,94.24892008202728,973.0,525593.81,25025.69,500568.12000000005,546999.07,562.1778726,540.1786331,21.999239500000044,3.91,1,1,0,0,0
757,54.89610973228881,110.0,5329.57,253.43,5076.139999999999,5390.0,49.0,48.45063636,0.5493636400000028,1.12,10,2,0,0,1
2024,40.92589497772903,118.0,2056.32,97.69,1958.63,4560.0,38.6440678,17.42644068,21.217627120000003,54.91,12,2,0,0,1
2365,37.49703464265388,572.0,11998.82,571.37,11427.449999999999,12012.0,21.0,20.97695804,0.023041960000000472,0.11,11,2,1,0,0
11524,47.62883363617871,291.0,3043.27,462.41,2580.86,3266.0,11.2233677,10.45797251,0.7653951900000013,6.82,5,3,0,0,1
1659,149.58734654297,281.0,38781.23,4212.67,34568.560000000005,38902.75,138.4439502,138.0114947,0.4324555000000032,0.31,5,2,0,1,0
1138,70.06959146928547,87.0,5140.96,244.58,4896.38,10245.0,117.7586207,59.09149425,58.66712645,49.82,6,2,0,0,0
2024,58.271224924266946,222.0,14265.14,678.27,13586.869999999999,22759.46,102.5200901,64.25738739,38.26270271,37.32,11,1,0,0,1
11524,64.18865729395979,532.0,70714.77,3365.0,67349.77,77040.0,144.8120301,132.9225,11.889530099999973,8.21,9,3,0,1,0
4778,54.12396754429136,244.73,23289.86,0.0,23289.86,23315.52,95.2703796,95.16552936,0.10485024000000465,0.11,8,3,0,1,0
227,208.148694399521,2.0,1202.9,128.88,1074.02,1265.0,632.5,601.45,31.049999999999955,4.91,10,1,0,0,0
1659,177.77368619190625,287.0,14127.11,671.23,13455.880000000001,16010.5,55.78571429,49.22337979,6.562334499999999,11.76,11,2,0,0,0
2365,37.853659455460914,1423.0,34494.71,1641.71,32853.0,35515.0,24.95783556,24.24083626,0.7169993000000012,2.87,12,2,1,0,0
11524,48.672456968476965,1404.0,49015.43,5251.1,43764.33,49140.0,35.0,34.91127493,0.0887250700000024,0.25,9,3,0,1,0
11524,70.04718235509608,39.0,902.51,42.92,859.59,3286.0,84.25641026,23.14128205,61.115128209999995,72.53,11,2,0,0,1
11524,456.86347943387034,1.88,84.61,4.02,80.59,84.61,45.00531915,45.00531915,0.0,0.0,2,2,0,0,0
11524,70.97939910707314,1115.0,67544.43,3213.67,64330.759999999995,68044.6,61.02654709,60.57796413,0.4485829600000031,0.74,2,2,0,0,1
11524,40.88814293805107,609.0,13709.41,650.3,13059.11,13872.0,22.77832512,22.51134647,0.2669786500000022,1.17,4,3,0,0,0
2365,126.9361076047449,20.0,4280.0,203.72,4076.28,4280.0,214.0,214.0,0.0,0.0,11,1,0,0,1
4778,85.88339631059668,0.615,79.34,8.5,70.84,79.34,129.0081301,129.0081301,0.0,0.0,8,2,0,1,0
1925,77.33349461330809,630.0,59664.73,2840.15,56824.58,59827.0,94.96349206,94.70592063,0.2575714299999987,0.27,8,2,0,1,0
11524,71.92617752983814,94.0,11556.39,1762.12,9794.27,11687.5,124.3351064,122.9403191,1.3947873000000044,1.12,6,3,1,0,0
4778,69.5228976798912,1008.207,101749.23,4838.62,96910.61,101831.01,101.0020859,100.9209716,0.08111429999999586,0.08,7,2,0,0,0
11524,59.65464000901944,139.0,5149.2,245.2,4904.0,5838.0,42.0,37.04460432,4.955395680000002,11.8,11,2,0,0,0
11524,27.942884500661577,244.0,13106.85,623.31,12483.54,13410.0,54.95901639,53.71659836,1.2424180300000032,2.26,11,2,1,0,0
11524,156.0861408205488,171.0,13947.65,663.47,13284.18,13961.0,81.64327485,81.56520468,0.07807017000000371,0.1,4,2,0,0,0
11524,97.99426670362656,2490.0,215285.88,10234.05,205051.83000000002,217608.51,87.3929759,86.46019277,0.93278312999999,1.07,10,1,1,0,0
1138,52.3806708296838,317.0,23218.75,1105.07,22113.68,23440.0,73.94321767,73.24526814,0.6979495300000025,0.94,7,2,1,0,0
2365,69.51469143066477,245.0,20020.95,951.73,19069.22,21670.0,88.44897959,81.71816327,6.730816319999988,7.61,1,2,1,0,0
4778,74.70088601317148,1.0,43.69,0.0,43.69,43.69,43.69,43.69,0.0,0.0,9,3,1,0,0
11524,43.36053395084995,2208.0,54934.98,5881.13,49053.850000000006,55512.0,25.14130435,24.87997283,0.2613315199999988,1.04,7,2,1,0,0
11524,37.50195184681127,66.0,1103.85,52.49,1051.36,1650.0,25.0,16.725,8.274999999999999,33.1,9,3,0,0,0
2365,127.68327774564226,459.0,133762.6,6367.61,127394.99,134583.0,293.2091503,291.4217865,1.78736379999998,0.61,12,2,0,0,1
119,58.72859382409431,1037.0,453433.0,21586.23,431846.77,459453.0,443.0597878,437.2545805,5.805207300000006,1.31,2,1,0,0,1
1138,52.928508324731474,241.0,15664.35,744.67,14919.68,15665.0,65.0,64.9973029,0.002697100000006003,0.0,1,2,0,1,0
1925,69.19799282907209,492.0,48500.17,2298.97,46201.2,49037.0,99.66869919,98.5775813,1.0911178899999925,1.09,3,1,0,1,0
11524,393.22004852204634,3186.0,752615.47,39059.94,713555.53,758531.0,238.0825487,236.2258223,1.8567263999999852,0.78,5,2,0,0,0
11524,65.43053162662113,91.0,6842.28,325.23,6517.049999999999,8306.0,91.27472527,75.18989011,16.08483516000001,17.62,5,3,1,0,0
1925,85.71271616591412,817.0,170296.14,8106.12,162190.02000000002,207873.5,254.4351285,208.4408078,45.9943207,18.08,4,2,1,0,0
1659,852.5101469282304,75.0,28669.68,1364.6,27305.08,28683.0,382.44,382.2624,0.177599999999984,0.05,3,1,0,0,1
11524,107.80377523326263,250.0,134739.2,6414.78,128324.42000000001,137918.0,551.672,538.9568,12.715199999999982,2.3,4,3,0,1,0
11524,180.67317625540016,1090.0,105317.01,5013.19,100303.81999999999,106268.0,97.49357798,96.62111009,0.8724678899999958,0.89,6,3,1,0,0
4778,70.48456564247866,6794.981,598783.09,0.0,598783.09,602575.41,88.67948417,88.12137812,0.5581060499999921,0.63,5,3,0,1,0
263,53.87373429349107,283.0,10495.41,498.25,9997.16,14321.0,50.60424028,37.08625442,13.517985859999996,26.71,11,1,0,0,0
1064,258.11644381518073,3.0,2646.0,0.0,2646.0,2646.0,882.0,882.0,0.0,0.0,10,2,0,0,0
11524,170.80956473593514,454.0,42956.78,2043.69,40913.09,43506.5,95.82929515,94.61845815,1.210836999999998,1.26,5,2,0,0,0
4778,394.8491008104445,1.03,223.31,10.63,212.68,223.31,216.8058252,216.8058252,0.0,0.0,12,1,1,0,0
757,69.6179005282918,263.0,22854.06,1086.87,21767.190000000002,23108.0,87.86311787,86.89756654,0.9655513299999967,1.1,5,3,0,0,0
4778,385.01926608510496,7.0,4201.46,450.16,3751.3,5491.0,784.4285714,600.2085714,184.22000000000003,23.48,5,2,0,0,1
4778,286.797954957755,6.036,78.46,0.0,78.46,78.46,12.99867462,12.99867462,0.0,0.0,4,2,1,0,0
1064,92.16773818999418,3982.0,174719.58,0.0,174719.58,175613.0,44.10170768,43.87734304,0.22436463999999745,0.51,12,2,0,1,0
757,90.748181489743,347.0,58429.87,2780.55,55649.32,59011.0,170.0605187,168.3857925,1.6747261999999807,0.98,12,2,1,0,0
11524,138.10175688541568,175.0,71066.18,3383.84,67682.34,72042.0,411.6685714,406.0924571,5.576114300000029,1.35,12,2,0,0,0
2024,60.178274551501126,398.0,10339.92,491.05,9848.87,10939.0,27.48492462,25.97969849,1.5052261300000005,5.48,9,2,0,1,0
119,163.12926611487433,2076.0,410068.58,19521.92,390546.66000000003,453160.0,218.2851638,197.5282177,20.756946099999993,9.51,10,2,1,0,0
4778,43.814758748797935,8.052,241.71,0.0,241.71,241.71,30.01862891,30.01862891,0.0,0.0,6,2,0,0,0
11524,64.34529324493148,406.0,7002.65,333.07,6669.58,11196.0,27.57635468,17.2479064,10.32844828,37.45,5,3,1,0,0
2365,29.284075136535407,267.0,10091.72,478.74,9612.98,10155.0,38.03370787,37.79670412,0.2370037499999995,0.62,7,3,0,0,0
757,43.16777692028824,6.0,492.0,23.4,468.6,492.0,82.0,82.0,0.0,0.0,1,2,0,0,0
11524,60.8925244250517,1172.0,144130.12,6858.03,137272.09,145670.14,124.2919283,122.9779181,1.3140101999999985,1.06,11,1,0,1,0
4778,111.51100575472033,2017.097,89770.63,0.0,89770.63,89890.47,44.56427728,44.50486516,0.059412119999997515,0.13,7,3,0,0,1
1925,29.041471258271233,354.0,8052.73,381.6,7671.129999999999,8102.0,22.88700565,22.74782486,0.1391807899999975,0.61,11,1,0,1,0
88,86.91532246578782,13.0,1759.4,188.49,1570.91,5129.0,394.5384615,135.3384615,259.2,65.7,11,2,0,0,0
11524,117.90690865789054,2228.0,166877.63,7939.79,158937.84,167836.0,75.33034111,74.900193,0.43014811000000464,0.57,5,2,0,0,1
2024,40.71131749792075,520.0,14366.53,683.01,13683.52,29814.0,57.33461538,27.62794231,29.70667307,51.81,7,3,0,1,0
11524,274.34798462781674,96.0,45612.86,2171.59,43441.270000000004,50201.15,522.9286458,475.1339583,47.79468750000001,9.14,1,1,0,0,1
1064,68.47581217874053,2393.0,319787.31,0.51,319786.8,322145.3,134.6198496,133.6344797,0.9853698999999949,0.73,9,2,0,1,0
11524,95.12533127630914,171.0,7288.1,346.26,6941.84,7322.0,42.81871345,42.62046784,0.19824560999999363,0.46,9,2,0,0,1
11524,39.009328070881786,876.0,41043.57,1950.5,39093.07,42190.8,48.1630137,46.85339041,1.3096232899999976,2.72,3,2,0,0,1
11524,182.1504521661989,7556.0,2327648.29,110814.97,2216833.32,2396616.69,317.1806101,308.0529764,9.127633700000047,2.88,3,2,1,0,0
11524,104.21515837109405,1238.0,12375.18,585.49,11789.69,20769.8,16.77689822,9.996106624,6.780791596,40.42,3,2,0,0,1
11524,28.067611124004078,2.07,72.45,3.45,69.0,72.45,35.0,35.0,0.0,0.0,1,1,0,0,1
11524,151.21337674098785,42.0,11760.0,559.86,11200.14,11760.0,280.0,280.0,0.0,0.0,5,3,1,0,0
1659,797.1601455687406,80.0,30922.13,1472.06,29450.07,31746.0,396.825,386.526625,10.298374999999965,2.6,10,2,0,0,1
4778,56.77285445990872,2.626,126.05,0.0,126.05,126.05,48.00076161,48.00076161,0.0,0.0,1,2,0,1,0
2365,32.872106931994466,710.0,12768.84,603.01,12165.83,12780.0,18.0,17.98428169,0.015718310000000457,0.09,8,3,0,0,0
4778,152.54973241891284,3.07,49.12,0.0,49.12,49.12,16.0,16.0,0.0,0.0,11,1,1,0,0
11524,64.10639563565636,1642.0,248209.3,11806.66,236402.63999999998,265241.0,161.5353228,151.1627893,10.372533500000003,6.42,1,2,0,1,0
2365,69.16621644194448,4.0,320.0,15.2,304.8,320.0,80.0,80.0,0.0,0.0,6,2,0,0,0
4778,156.6337629275524,11496.197,686305.55,0.0,686305.55,689765.99,59.99949288,59.69848551,0.30100737000000066,0.5,7,3,1,0,0
11524,69.50204351860715,1507.0,89042.05,4232.13,84809.92,89313.0,59.265428,59.08563371,0.1797942899999967,0.3,7,3,0,1,0
2365,68.74550788945949,122.0,270.03,12.83,257.2,9760.0,80.0,2.213360656,77.786639344,97.23,8,3,0,0,1
11524,50.89577528896361,2.0,0.03,0.0,0.03,74.0,37.0,0.015,36.985,99.96,6,3,0,1,0
11524,34.56865531232214,2065.0,20245.28,953.96,19291.32,28714.74,13.9054431,9.804009685,4.101433414999999,29.5,2,1,0,1,0
4778,391.97200679287914,23.481,32415.04,3473.03,28942.010000000002,32873.4,1400.0,1380.479537,19.520463000000063,1.39,11,1,0,0,0
11524,73.68108306011918,4554.0,229853.59,10927.27,218926.32,231567.0,50.84914361,50.47290075,0.37624285999999785,0.74,7,2,0,1,0
4778,71.728304283669,780.335,86045.28,0.0,86045.28,86142.54,110.391742,110.2671032,0.1246387999999996,0.11,12,1,0,1,0
119,48.11814254869377,106.0,1952.52,92.94,1859.58,18020.0,170.0,18.42,151.57999999999998,89.16,1,1,1,0,0
4778,139.51813343403413,3.055,56.06,0.0,56.06,58.05,19.00163666,18.3502455,0.6513911599999993,3.43,10,2,0,0,1
4778,43.72571345884938,1361.522,46956.17,0.0,46956.17,48656.06,35.73652133,34.48799946,1.2485218700000047,3.49,10,1,0,0,1
11524,46.46495446104617,577.0,66896.52,3182.63,63713.89000000001,79222.48,137.3006586,115.9385095,21.362149099999996,15.56,3,2,0,0,0
263,130.5228971495094,124.0,30151.24,1435.3,28715.940000000002,32394.0,261.2419355,243.1551613,18.086774200000008,6.92,10,1,1,0,0
4778,46.15601291862179,29416.518,1343492.8,0.0,1343492.8,1355402.6,46.07624193,45.67137416,0.40486777000000274,0.88,7,2,0,0,0
11524,80.85185312048606,1276.0,79039.16,3759.49,75279.67,86913.0,68.11363636,61.94291536,6.170721,9.06,11,1,0,1,0
4778,117.90690865789054,1890.555,80514.75,0.0,80514.75,81885.44,43.31291076,42.58789086,0.7250198999999995,1.67,5,2,0,0,0
757,49.565926426632814,710.0,49094.79,2334.74,46760.05,49250.0,69.36619718,69.14759155,0.218605629999999,0.32,5,3,0,0,0
4778,146.8042252068469,182.033,13860.78,0.0,13860.78,13883.93,76.27150022,76.14432548,0.12717473999998674,0.17,9,3,0,0,0
11524,69.5383261528526,799.0,119134.07,5669.9,113464.17000000001,120654.5,151.0068836,149.1039675,1.9029160999999988,1.26,7,3,0,1,0
11524,49.009635461774224,2.236,178.88,8.51,170.37,178.88,80.0,80.0,0.0,0.0,5,3,0,0,0
2024,62.52510606553968,28.0,1260.0,59.92,1200.08,1260.0,45.0,45.0,0.0,0.0,4,2,0,0,0
11524,57.210963768609986,105.0,5542.78,263.12,5279.66,5885.0,56.04761905,52.78838095,3.2592381000000046,5.82,1,2,0,0,1
11524,195.97119120524405,156.0,21225.64,1010.13,20215.51,21827.0,139.9166667,136.0617949,3.854871800000012,2.76,7,2,0,0,0
11524,77.51626853194252,37.0,5101.8,242.7,4859.1,5257.0,142.0810811,137.8864865,4.194594600000016,2.95,4,2,0,0,0
2365,31.62033498840795,259.0,3858.43,182.73,3675.7,3885.0,15.0,14.89741313,0.10258686999999966,0.68,2,1,0,0,0
11524,55.442039631945086,2.124,149.3,0.0,149.3,149.3,70.29190207,70.29190207,0.0,0.0,1,2,0,0,0
11524,72.82171791200979,664.0,47504.64,2258.7,45245.94,47668.0,71.78915663,71.54313253,0.24602409999999963,0.34,11,2,0,0,1
2024,63.098059244859286,20.0,1171.81,81.75,1090.06,1240.0,62.0,58.5905,3.4095000000000013,5.5,3,2,0,0,0
11524,59.86959036596995,1609.0,44640.99,2122.2,42518.79,59045.1,36.69676818,27.74455562,8.95221256,24.4,12,2,0,0,1
11524,174.40715846322382,2785.0,632552.29,30109.92,602442.37,684115.8,245.6430162,227.1282908,18.514725400000003,7.54,7,2,0,1,0
11524,59.928886638473976,118.0,1173.73,55.75,1117.98,4764.4,40.37627119,9.946864407,30.429406782999997,75.36,7,2,0,0,0
1659,647.2783417822784,225.0,21654.5,2319.74,19334.760000000002,98212.5,436.5,96.24222222,340.25777777999997,77.95,11,1,0,0,0
11524,402.0534168450621,18.0,5454.0,259.65,5194.35,5454.0,303.0,303.0,0.0,0.0,12,2,0,0,1
11524,66.53590786772241,12594.0,471238.62,22404.2,448834.42,564238.17,44.8021415,37.41770843,7.38443307,16.48,6,3,0,1,0
1925,35.5178282150158,3.0,44.1,2.1,42.0,420.0,140.0,14.7,125.3,89.5,1,2,0,0,0
11524,49.929984331509985,878.0,36866.24,1747.03,35119.21,37107.0,42.26309795,41.98888383,0.27421412000000345,0.65,3,1,0,1,0
11524,82.18064703448717,956.0,72419.99,3441.94,68978.05,73500.8,76.88368201,75.75312762,1.1305543900000004,1.47,12,2,0,1,0
11524,374.3763569569251,121.0,15887.4,755.75,15131.65,15894.0,131.3553719,131.3008264,0.05454549999998903,0.04,1,2,0,0,0
2365,38.07326709678988,341.0,10336.7,490.11,9846.59,10408.0,30.52199413,30.31290323,0.20909089999999964,0.69,12,2,0,0,1
405,533.5941660047288,761.0,44656.67,2123.24,42533.43,44669.0,58.6977661,58.68156373,0.01620237000000202,0.03,9,3,0,0,1
1064,55.2997737361754,1408.0,56423.05,0.0,56423.05,57242.0,40.65482955,40.07318892,0.5816406300000025,1.43,1,2,0,0,1
1138,43.324547278143605,180.0,14081.28,669.94,13411.34,16959.0,94.21666667,78.22933333,15.987333339999992,16.97,3,2,1,0,0
2365,132.0258219175318,1102.0,185237.75,8815.81,176421.94,185760.0,168.5662432,168.0923321,0.47391110000000936,0.28,6,3,1,0,0
11524,131.7168184804574,5966.0,803010.92,38211.22,764799.7000000001,837563.05,140.3893815,134.5978746,5.791506900000002,4.13,9,2,0,1,0
11524,46.07295986471317,1407.0,90259.02,0.07,90258.95,91183.32,64.80690832,64.14997868,0.6569296400000013,1.01,12,1,0,1,0
11524,38.17793163334838,301.0,26885.45,1278.5,25606.95,28428.56,94.44704319,89.32043189,5.1266113000000075,5.43,12,2,0,0,0
4778,90.29674372842958,11676.42,1011929.54,0.0,1011929.54,1056172.31,90.45343607,86.6643663,3.7890697699999976,4.19,8,3,0,0,1
11524,418.28584911984245,5033.0,483949.23,51831.65,432117.57999999996,484858.0,96.33578383,96.15522154,0.18056228999999746,0.19,4,3,0,0,1
11524,67.1993542755269,2266.0,156838.58,7455.78,149382.8,157800.31,69.63826567,69.21384819,0.42441748000000246,0.61,7,3,0,0,0
11524,141.53036894258912,9.0,1097.26,52.2,1045.06,1609.5,178.8333333,121.9177778,56.915555499999996,31.83,3,2,1,0,0
11524,48.31663232516685,13647.0,769568.04,36612.41,732955.63,1670683.53,122.4213036,56.39100462,66.03029898,53.94,1,2,0,1,0
11524,144.00908249876693,131.0,15025.84,714.77,14311.07,15034.0,114.7633588,114.7010687,0.06229010000001267,0.05,6,2,0,0,0
1138,95.54236334076872,836.0,77156.6,3670.75,73485.85,79420.0,95.0,92.29258373,2.707416269999996,2.85,7,3,1,0,0
4778,151.6642775165663,3260.85,191615.74,0.0,191615.74,192391.99,59.00056427,58.76251284,0.23805142999999873,0.4,9,3,1,0,0
1138,73.99742030186516,273.0,22768.28,1083.41,21684.87,34175.0,125.1831502,83.40029304,41.782857160000006,33.38,4,2,0,1,0
1138,44.1528494059092,137.0,3868.16,183.96,3684.2,12920.0,94.30656934,28.23474453,66.07182481,70.06,9,3,1,0,0
2024,40.96001880814686,608.0,26632.26,1266.21,25366.05,27228.5,44.78371711,43.80305921,0.9806578999999971,2.19,11,1,0,1,0
944,128.45566958207053,12.0,1104.0,52.56,1051.44,1104.0,92.0,92.0,0.0,0.0,12,2,0,0,0
11524,93.74066132716887,802.0,31481.7,1497.06,29984.64,37541.0,46.80922693,39.25399002,7.555236909999998,16.14,12,1,0,0,1
944,49.26840795904333,480.0,40649.53,0.0,40649.53,40815.75,85.0328125,84.68652083,0.3462916699999994,0.41,1,2,0,0,0
944,118.88140726082237,828.0,89814.11,4546.17,85267.94,90416.45,109.1986111,108.4711473,0.7274637999999953,0.67,1,1,0,0,0
11524,164.52465206748917,1231.0,38762.75,1837.32,36925.43,39083.0,31.74898457,31.48883022,0.26015435000000053,0.82,12,2,0,1,0
1925,157.91467952243235,801.0,99190.62,4721.4,94469.22,99645.0,124.4007491,123.8334831,0.5672660000000036,0.46,3,1,0,1,0
11524,273.810226912337,2.0,2504.0,119.22,2384.78,2504.0,1252.0,1252.0,0.0,0.0,8,3,1,0,0
11524,38.33075116025559,1326.0,17064.94,0.0,17064.94,17550.0,13.23529412,12.86948718,0.3658069400000006,2.76,12,1,1,0,0
11524,65.58405576893185,4198.0,417885.5,19884.27,398001.23,420992.0,100.2839447,99.5439495,0.7399952000000098,0.74,1,2,1,0,0
4778,313.8765802345035,9977.104,414252.99,0.0,414252.99,419038.39,42.00000221,41.52036403,0.4796381799999949,1.14,10,1,0,0,0
11524,102.60419282165184,9.0,1798.5,85.59,1712.91,1798.5,199.8333333,199.8333333,0.0,0.0,9,3,0,0,1
4778,80.95546861294115,9306.032,670228.89,0.0,670228.89,677133.26,72.76283383,72.02090966,0.7419241700000043,1.02,1,1,0,0,0
11524,162.5443215955686,24.0,7240.0,775.53,6464.47,7240.0,301.6666667,301.6666667,0.0,0.0,10,1,0,1,0
757,48.280622501302524,1316.0,143741.96,6837.35,136904.61,148482.0,112.8282675,109.2264134,3.601854099999997,3.19,8,3,1,0,0
11524,44.92785991483088,294.0,13053.2,619.56,12433.640000000001,13206.0,44.91836735,44.39863946,0.5197278899999986,1.16,1,1,0,1,0
119,117.90690865789054,5445.0,1311915.99,62449.58,1249466.41,1352943.05,248.4743893,240.9395758,7.534813500000013,3.03,11,1,1,0,0
757,51.28204936524256,1115.0,77601.74,3691.62,73910.12000000001,78050.0,70.0,69.59797309,0.40202691000000357,0.57,9,3,1,0,0
11524,38.865613991905036,568.0,35384.96,1618.81,33766.15,37920.5,66.76144366,62.29746479,4.463978869999998,6.69,12,1,0,0,1
11524,62.35814842921125,2266.0,292879.25,13938.08,278941.17,299399.59,132.1269153,129.2494484,2.8774669000000017,2.18,12,2,0,0,0
11524,39.19775085011498,8043.0,301276.54,14287.39,286989.14999999997,311648.25,38.74776203,37.45822952,1.2895325099999937,3.33,11,1,0,0,1
4778,54.87011221212576,1.05,47.25,0.0,47.25,47.25,45.0,45.0,0.0,0.0,9,3,1,0,0
11524,55.20770836941938,4462.0,405097.71,19263.07,385834.64,510286.66,114.3627656,90.78837069,23.57439491000001,20.61,10,2,0,1,0
944,46.35144624843512,396.0,18355.3,871.85,17483.45,19031.14,48.05843434,46.35176768,1.7066666599999962,3.55,1,2,0,1,0
4778,386.7831606524008,5894.065,326254.44,0.0,326254.44,330502.56,56.07378948,55.35304412,0.7207453600000022,1.29,11,1,0,0,1
4778,301.9112045966867,26787.055,1332877.73,0.0,1332877.73,1337596.15,49.93442355,49.75827802,0.17614552999999944,0.35,7,3,1,0,0
1138,353.118882776424,105.0,8662.4,412.46,8249.94,10835.0,103.1904762,82.49904762,20.691428580000007,20.05,1,2,1,0,0
11524,57.11933210450044,213.0,36605.34,1742.32,34863.02,40896.0,192.0,171.8560563,20.143943699999994,10.49,9,3,0,0,1
757,45.82058527198832,427.0,21006.86,998.02,20008.84,21120.0,49.46135831,49.19639344,0.26496487,0.54,1,2,0,0,1
944,46.61170160470905,470.0,28711.44,1367.14,27344.3,29610.0,63.0,61.08817021,1.9118297899999988,3.03,6,3,0,0,1
4778,55.89127824448936,878.736,63140.46,0.0,63140.46,64172.27,73.02792875,71.85373081,1.174197939999999,1.61,5,2,1,0,0
2024,61.87344484236709,389.0,9107.39,1388.86,7718.53,46656.0,119.9383033,23.41231362,96.52598968000001,80.48,11,2,1,0,0
944,115.44411933631136,167.0,19352.36,920.44,18431.920000000002,20663.6,123.7341317,115.8823952,7.851736500000001,6.35,8,2,0,0,1
2024,62.37240438185015,44.0,1449.11,220.88,1228.23,1658.0,37.68181818,32.93431818,4.747500000000002,12.6,9,2,0,0,1
11524,64.08716720309349,993.0,36771.8,1743.75,35028.05,37040.0,37.30110775,37.03101712,0.27009062999999855,0.72,9,2,0,0,0
4778,291.3453006201706,0.001,0.06,0.0,0.06,0.06,60.0,60.0,0.0,0.0,11,1,0,0,0
11524,119.45113435998681,36.0,11880.0,565.56,11314.44,11880.0,330.0,330.0,0.0,0.0,7,2,0,0,1
2365,68.34684051186804,111.0,3962.53,188.39,3774.1400000000003,10521.0,94.78378378,35.69846847,59.08531530999999,62.34,7,3,1,0,0
4778,56.41293799974832,1.512,223.78,0.0,223.78,223.78,148.0026455,148.0026455,0.0,0.0,12,2,1,0,0
4778,142.11437517410238,190.358,15800.0,0.0,15800.0,15808.4,83.04562981,83.00150243,0.044127379999991945,0.05,4,3,1,0,0
2024,40.20102452857204,336.0,30165.78,4600.77,25565.01,33264.0,99.0,89.77910714,9.220892860000006,9.31,4,3,0,0,0
