column_list,num_features,model_name,best_params,clustering_indicator,train_rmse,val_rmse,train_mae,val_mae,train_val_rmse,test_rmse,train_val_mae,test_mae
['MRP'],1,HuberRegressor,"{'alpha': 0.00015176928959708704, 'epsilon': 1.7567577079761056, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.14721140199232,36.5015371312317,12.519019506692242,12.521318554716817,38.3169143548567,28.325315828495985,12.51927963154753,12.458989956648427
['MRP'],1,HuberRegressor,"{'alpha': 0.07488004950502938, 'epsilon': 1.3029713091428898, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.17126855542374,36.52662315978184,12.51423575478221,12.516141246734353,38.34076346202762,28.353400400990594,12.514386430790683,12.455152584807836
['MRP'],1,HuberRegressor,"{'alpha': 0.08610804415469911, 'epsilon': 1.139557082872873, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.17961261580261,36.5354030998876,12.514232232383021,12.516126714278043,38.34902051449059,28.362807412796105,12.514377092736522,12.455382329037207
['MRP'],1,HuberRegressor,"{'alpha': 0.0903253617166615, 'epsilon': 1.8042637846187193, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.14573019185517,36.499974577162604,12.519711470138448,12.522022670692783,38.31538565049623,28.323576420135677,12.519989244600545,12.45963671141589
['MRP'],1,HuberRegressor,"{'alpha': 0.055876867970188426, 'epsilon': 1.9160830533133355, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.14228766171608,36.49635001940614,12.52153289030492,12.523807256307876,38.31198014314784,28.319721368595424,12.521789168241156,12.46122522085295
['MRP'],1,HuberRegressor,"{'alpha': 0.0321111077734086, 'epsilon': 1.6115689624137377, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.153042819209986,36.50767277249694,12.516593641793126,12.518825722745069,38.32271054381593,28.332066857046797,12.516847441149238,12.45690395727773
['MRP'],1,HuberRegressor,"{'alpha': 0.01064124440748173, 'epsilon': 1.3802731226641733, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.16595476138282,36.52111429910457,12.514208624245217,12.516286976274944,38.33555130282182,28.347191484899685,12.514376609669203,12.454966108903257
['MRP'],1,HuberRegressor,"{'alpha': 0.09797445019635581, 'epsilon': 1.5688399109951536, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.15511818109587,36.509848909411616,12.515925054607475,12.51815399140514,38.324684731072026,28.3344021868628,12.516185179592135,12.456377060692288
['MRP'],1,HuberRegressor,"{'alpha': 0.0718461949464829, 'epsilon': 1.8878204089038673, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.143104200337184,36.497204069695776,12.52107752443516,12.523377820677789,38.31277813555085,28.320619926256782,12.521348354335947,12.460837091359256
['MRP'],1,HuberRegressor,"{'alpha': 0.016563695851259542, 'epsilon': 1.9368903695420612, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.141690841384545,36.4957330907472,12.52188142777251,12.524145411946677,38.31141112545745,28.319079887737953,12.522120756541554,12.46151713514842
['MRP'],1,HuberRegressor,"{'alpha': 0.022869522850765222, 'epsilon': 1.6698989992113422, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.15056399910337,36.50506315481911,12.517531109094298,12.519781390696508,38.32024674904285,28.329185162124823,12.517795880926215,12.457683782835392
['MRP'],1,HuberRegressor,"{'alpha': 0.06547790978324643, 'epsilon': 1.0924782593587978, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.18080991107568,36.536690534973744,12.513781524150286,12.515764603756583,38.35016418925334,28.363829882508785,12.513919344842497,12.454830291207697
['MRP'],1,HuberRegressor,"{'alpha': 0.0694775125530205, 'epsilon': 1.6355366813117733, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.15212450048536,36.50670864920553,12.516929199895172,12.519171810901463,38.32174743013585,28.330935829607213,12.517209872287122,12.457200328943298
['MRP'],1,HuberRegressor,"{'alpha': 0.06003878845248796, 'epsilon': 1.9451583332271025, 'fit_intercept': True, 'max_iter': 10000, 'tol': 1e-05, 'warm_start': False}",no,38.14163197083631,36.49566975735769,12.521922331928685,12.524179369028769,38.31132690024904,28.318983504921654,12.522178099959362,12.461566306698112
"['MRP', 1, 2]",1,Lasso,"{'alpha': 0.1253171698159251, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",yes,37.994722236103485,36.3589193748566,12.475924404174373,12.479480920926758,38.165947227998934,28.17604693367433,12.475452180436301,12.442107469888816
['MRP'],1,Lasso,"{'alpha': 0.28004667475449047, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.076930154132164,36.441556913041936,12.621473962470965,12.623946393408119,38.247339801329005,28.269527404949688,12.620818013917027,12.566238935903064
['MRP'],1,Lasso,"{'alpha': 0.5541573142064714, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08064409950247,36.443972321584184,12.600085379320259,12.602251732221768,38.250999269125735,28.27135704013796,12.599331744656821,12.54506626531319
['MRP'],1,Lasso,"{'alpha': 0.8498735549843074, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08738668880945,36.44963834644322,12.584512647525013,12.586490928727585,38.25764301662777,28.276965520938973,12.583670151805919,12.529101799588343
['MRP'],1,Lasso,"{'alpha': 0.4126977666349593, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.07842272345086,36.44238500166274,12.610303917183355,12.612693665100794,38.2488104741955,28.270008005766712,12.609554013334241,12.555210224934005
['MRP'],1,Lasso,"{'alpha': 0.7636405195816358, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08512728154691,36.44765806855352,12.588251632277837,12.590230470555872,38.255416721978115,28.27494050553301,12.587404497349084,12.533060867521414
['MRP'],1,Lasso,"{'alpha': 0.6271751280233525, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08204500148039,36.445076077464265,12.595514929282402,12.597601486203033,38.25237962834585,28.272391193990494,12.59464174663266,12.54051020459705
['MRP'],1,Lasso,"{'alpha': 0.5291001728062145, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08020325947563,36.44363818220283,12.601759311604757,12.603958335423014,38.25056489425883,28.271055162763574,12.601044877320007,12.546738630859032
['MRP'],1,Lasso,"{'alpha': 0.7082646129594341, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08380364068577,36.44652878772074,12.591011056022504,12.593034905881357,38.25411248376555,28.273809191061584,12.59010631601061,12.535919466159486
['MRP'],1,Lasso,"{'alpha': 0.43744800535425743, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.07876447654928,36.44261026210121,12.608393277647483,12.610750952764576,38.24914721421394,28.270181723227413,12.607681404671181,12.55335632432285
['MRP'],1,Lasso,"{'alpha': 0.32854141634402356, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.07740952847455,36.44178552500137,12.617188725919977,12.619662553058845,38.24781214268092,28.269615055571077,12.616510014880177,12.56201537777679
['MRP'],1,Lasso,"{'alpha': 0.32067242936463125, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.07732655086538,36.44174262329456,12.6178697739305,12.620346055338448,38.24773038242323,28.269593935927112,12.617197976854165,12.562690799944857
['MRP'],1,Lasso,"{'alpha': 0.8832170575017968, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08832503149286,36.450476444735514,12.583242959259612,12.585203824483514,38.25856761008139,28.27783448480452,12.582403347760037,12.527833289648196
['MRP'],1,Lasso,"{'alpha': 0.5362360445850308, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08032672719409,36.44373101717023,12.601277378327785,12.603466889269253,38.25068655122176,28.271138374025913,12.600548477176268,12.546254728737031
['MRP'],1,Lasso,"{'alpha': 0.6588462966338434, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08270646631478,36.44561504077043,12.593693318240053,12.5957540254573,38.253031394674174,28.272911267157347,12.592768573004859,12.53867593033961
['MRP'],1,Lasso,"{'alpha': 0.5907152684826983, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.0813238509503,36.44450073422872,12.597731229078196,12.599851563840991,38.251669052307015,28.271846061964993,12.59693189389981,12.54273331945017
['MRP'],1,Lasso,"{'alpha': 0.6003523959304381, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.081510269859294,36.4446481154079,12.59713222869929,12.599238332340068,38.251852737601716,28.271984576696852,12.5963166344841,12.542136065649505
['MRP'],1,Lasso,"{'alpha': 0.615243746329809, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08180425572482,36.444882483200026,12.596223534379416,12.598316946588506,38.25214241263225,28.27220648887646,12.595379939082592,12.541227832497388
['MRP'],1,Lasso,"{'alpha': 0.9182228984242081, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.089348978704464,36.451399762897054,12.58201017870181,12.583975343595476,38.25957655546683,28.278798345378473,12.581156854941,12.526661689074938
['MRP'],1,Lasso,"{'alpha': 0.6249850018878118, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.0820004637906,36.44504015382604,12.595643764545333,12.597731593277015,38.25233574370222,28.272356829342804,12.594776776186244,12.540641667247785
['MRP'],1,Lasso,"{'alpha': 0.7799410070215353, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08553587303063,36.4480116995442,12.587490562178392,12.589476132407857,38.25581932471821,28.27529871324042,12.586660782310227,12.532277713359758
['MRP'],1,Lasso,"{'alpha': 0.3018384635084733, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.07713611677962,36.44164907456497,12.61952464899656,12.621999097471564,38.2475427422112,28.26955423760456,12.618863437278199,12.564321925997437
['MRP'],1,Lasso,"{'alpha': 0.9103886715252411, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08911636776078,36.45118926206562,12.582276997263472,12.584242088506475,38.25934735234124,28.27857804734258,12.581427139971419,12.526910561773285
['MRP'],1,Lasso,"{'alpha': 0.2964820675898191, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.07708406159675,36.44162482251262,12.619999836877273,12.622474053700548,38.24749145074502,28.269545742856817,12.619341541621852,12.564789501230893
['MRP'],1,Lasso,"{'alpha': 0.5388285612919843, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08037199347486,36.44376520287599,12.601103473170069,12.603289582793833,38.25073115364196,28.271169149356176,12.60036969544529,12.546079524253209
['MRP'],1,Lasso,"{'alpha': 0.4160779610601245, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.07846822436734,36.44241445403456,12.610040244962578,12.612425690502747,38.24885530766016,28.27003017238653,12.609295364266075,12.554953621293123
['MRP'],1,Lasso,"{'alpha': 0.44970897826618106, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.078941146211946,36.442730095287466,12.607463201668049,12.609801769131632,38.249321292438445,28.270277570584877,12.606768356994197,12.552445462853331
['MRP'],1,Lasso,"{'alpha': 0.6482602433813891, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.08248174880127,36.445430839377586,12.594293465565451,12.596365418054688,38.252809971920755,28.272732619237416,12.59337046305394,12.539276746480422
['MRP'],1,Lasso,"{'alpha': 0.311569988206818, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.077233075562376,36.441695802476275,12.61866654433374,12.621141808592132,38.247638278496034,28.26957283866879,12.617998418152286,12.563477407474355
['MRP'],1,Lasso,"{'alpha': 0.17712281002281777, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.076165865432515,36.441354752050586,12.631225709478702,12.633697544650856,38.246586726475584,28.269677609748406,12.63060317116215,12.57606533977699
['MRP'],1,Lasso,"{'alpha': 0.25517186570498357, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.076713906307,36.441472795279694,12.623754332053714,12.62622141276529,38.24712672624645,28.269521820488386,12.623103236566735,12.568522920344543
['MRP'],1,Lasso,"{'alpha': 0.9794141936211579, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.09123437516804,36.45312060712388,12.580101929216603,12.58205569502056,38.26143433377791,28.280610073013097,12.579237347829887,12.524885846620075
['MRP'],1,Lasso,"{'alpha': 0.5987114551005446, 'copy_X': True, 'fit_intercept': True, 'max_iter': 10000, 'normalize': 'deprecated', 'positive': False, 'precompute': False, 'random_state': None, 'selection': 'cyclic', 'tol': 0.0001, 'warm_start': False}",no,38.081478314755415,36.444622782105505,12.597233561654434,12.5993416183916,38.25182125107763,28.271960708388356,12.596420761236528,12.542237636006705
